symbol,address,city,zip,country,phone,website,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,auditRisk,boardRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,irWebsite,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,fitytwoWeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,region,typeDisp,quoteSourceName,customPriceAlertConfidence,shortName,longName,postMarketChangePercent,fullExchangeName,averageDailyVolume3Month,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,averageAnalystRating,cryptoTradeable,displayName,trailingPegRatio
MKC,24 Schilling Road,Hunt Valley,21031,United States,410 771 7301,https://www.mccormickcorporation.com,Packaged Foods,packaged-foods,Consumer Defensive,consumer-defensive,"McCormick & Company, Incorporated manufactures, markets, and distributes herbs, spices, seasoning mixes, condiments, and other flavorful products to the food industry. It operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as condiments and sauces, and desserts. This segment markets its products under the McCormick, French's, Frank's RedHot, Lawry's, Cholula Hot Sauce, Club House, Gourmet Garden, and OLD BAY brands in the Americas; Ducros, Schwartz, Kamis, LA Drogheria, and Vahiné brands in Europe, the Middle East, and Africa; and McCormick and DaQiao brands in the Asia/Pacific, as well as markets desserts under the Aeroplane brand and packaged chilled herbs under the Gourmet Garden brand name; and markets authentic regional brands, such as Zatarain's, Stubb's, Thai Kitchen, and Simply Asia. It also supplies its products under the private labels. This segment serves retailers comprising grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce retailers directly and indirectly through distributors, wholesale foodservice suppliers, and e-commerce. The Flavor Solutions segment offers seasoning blends, spices and herbs, condiments, coating systems, and compound flavors to multinational food manufacturers and foodservice customers. It serves foodservice customers directly and indirectly through distributors. The company was founded in 1889 and is headquartered in Hunt Valley, Maryland.",14100.0,4.0,9.0,10.0,9.0,1775001600.0,http://phx.corporate-ir.net/phoenix.zhtml?c=65454&p=irol-irhome,1.92,3.6,1776643200.0,0.3,2.03,0.706,8.850821,16.134527,758811.0,4615191.0,5393330.0,14514844672.0,47.52,78.16,107.35,0.339844,2.0418422,60.5266,65.94025,1.83,0.034353293,USD,19636480000.0,0.23117,265293352.0,253986983.0,727.0,11646197.0,1772150400.0,1774915200.0,0.0,0.00018999999,0.94179,0.0,,268843195.0,25.976,2.078457,1764460800.0,1795996800.0,1772236800.0,5.261,1643299968.0,6.1,3.34624,2:1,1606780800.0,2.762,14.466,,0.36506534,0.48,1766966400.0,EQUITY,53.99,buy,13.0,177700000.0,0.661,1357400064.0,4923400192.0,0.293,0.758,7108700160.0,65.158,26.463,0.048779998,0.25347,2714200064.0,372775008.0,897600000.0,5.283,0.167,0.38181,0.19094999,0.14344,USD,US,Equity,Nasdaq Real Time Price,HIGH,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",,NYSE,4615191.0,NYQ,America/New_York,EDT,-14400000.0,us_market,6.470001,0.13615322,47.52 - 78.16,-24.170002,-0.30923748,-28.659433,6.1,3.34624,3.09805,17.427092,-6.536598,-0.107995465,-11.950245,-0.1812284,15.0,2.1 - Buy,False,,2.0457
MKTX,55 Hudson Yards,New York,10001,United States,212 813 6000,https://www.marketaxess.com,Capital Markets,capital-markets,Financial Services,financial-services,"MarketAxess Holdings Inc., together with its subsidiaries, operates an electronic trading platform for institutional investor and broker-dealer firms in the United States, the United Kingdom, and internationally. The company offers trading technology to access liquidity on its platforms in U.S. high-grade bonds, U.S. high-yield bonds, emerging market debt, eurobonds, municipal bonds, U.S. government bonds, and other fixed-income securities; and executes bond trades between and among institutional investor and broker-dealer clients in an all-to-all anonymous trading environment for corporate bonds through its Open Trading protocols. It also provides automated and algorithmic trading solutions, such as X-Pro, a trading platform to combine trading protocols with its proprietary data and pre-trade analytics; and integrated and actionable data offerings, including CP+ and Axess All, a real-time pricing engine, including Auto-X and portfolio trading. In addition, the company offers various pre-and post-trade services, such as processing, trade matching, trade publication, regulatory transaction reporting, and market and reference data across a range of fixed-income and other products. The company was incorporated in 2000 and is headquartered in New York, New York.",868.0,1.0,1.0,1.0,1.0,1775001600.0,,3.12,1.8,1771372800.0,0.4578,1.15,1.004,25.58045,18.566765,176957.0,505395.0,377830.0,6323245056.0,156.17,232.84,606.45,3.96,7.4719176,176.1724,180.146,3.04,0.017521614,USD,5844647936.0,0.29143,32283157.0,35548265.0,2026474.0,1470800.0,1772150400.0,1774915200.0,0.056999996,0.02497,1.05697,4.42,0.065799996,37171509.0,32.023,5.3121195,1767139200.0,1798675200.0,1767139200.0,0.416,246627008.0,6.65,9.16207,,,6.906,13.798,,0.36506534,0.78,1771372800.0,EQUITY,170.11,buy,11.0,620505984.0,17.455,423591008.0,284937984.0,2.805,3.35,846268032.0,24.601,22.838,0.11643,0.19389,524880992.0,224411120.0,382139008.0,0.453,0.035,0.62022996,0.50054,0.36816,USD,US,Equity,Nasdaq Real Time Price,HIGH,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,,NasdaqGS,505395.0,NMS,America/New_York,EDT,-14400000.0,us_market,13.940002,0.08926172,156.17 - 232.84,-62.729996,-0.26941246,-21.90665,6.65,9.16207,8.29297,20.512556,-6.062393,-0.03441171,-10.0359955,-0.055710346,15.0,2.5 - Buy,False,MarketAxess,1.45
MLM,4123 Parklake Avenue,Raleigh,27612,United States,919 781 4550,https://www.martinmarietta.com,Building Materials,building-materials,Basic Materials,basic-materials,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy-side building materials to the construction industry in the United States and internationally. It operates through East Group and West Group segments. The company offers crushed stone, sand, and gravel products; ready mixed concrete and asphalt; and paving products and services for use in the infrastructure projects, and nonresidential and residential construction projects, as well as in the railroad, agricultural, utility, and environmental industries. It also produces magnesia-based chemicals products, and dolomitic lime primarily to customers for steel production and soil stabilization. Its chemical products are used in flame retardants, wastewater treatment, pulp and paper production, and other applications. The company was founded in 1939 and is based in Raleigh, North Carolina.",9600.0,4.0,7.0,8.0,7.0,1775001600.0,http://ir.martinmarietta.com/index.cfm,3.32,0.55,1772409600.0,0.1983,0.6,1.188,38.7159,27.105906,180242.0,522239.0,368520.0,38177828864.0,478.86,710.97,710.97,16.5,6.207777,628.6224,618.1738,3.24,0.0053291228,USD,42610515968.0,0.18488,59804822.0,60256208.0,1890998.0,1788257.0,1772150400.0,1774915200.0,0.031400003,0.0076599997,1.01026,3.14,0.0358,60312047.0,166.341,3.805466,1767139200.0,1798675200.0,1767139200.0,-0.051,990000000.0,16.35,23.35303,,,6.929,20.204,,0.36506534,0.83,1772409600.0,EQUITY,633.005,buy,23.0,67000000.0,1.111,2108999936.0,6007000064.0,0.883,3.568,6150000128.0,59.866,101.653,0.049889997,0.10159001,1894000000.0,-715750016.0,1784999936.0,-0.041,0.086,0.30797002,0.34293,0.23091999,USD,US,Equity,Nasdaq Real Time Price,HIGH,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",,NYSE,522239.0,NYQ,America/New_York,EDT,-14400000.0,us_market,154.14502,0.32189998,478.86 - 710.97,-77.964966,-0.10966,25.338614,16.35,23.35303,19.91852,31.77972,4.3826294,0.0069718,14.831177,0.02399192,15.0,2.0 - Buy,False,Martin Marietta Materials,3.1303
MMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,US,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
MMM,3M Center,Saint Paul,55144-1000,United States,651 733 1110,https://www.3m.com,Conglomerates,conglomerates,Industrials,industrials,"3M Company provides diversified technology services in the America, the Asia Pacific, Europe, the Middle East, Africa, and internationally. It operates through three segments: Safety and Industrial, Transportation and Electronics, and Consumer. The Safety and Industrial segment provides industrial abrasives and finishing for metalworking applications; autobody repair solutions; industrial specialty products, such as personal hygiene products, masking, and packaging materials; electrical products and materials for construction and maintenance, power distribution, and electrical original equipment manufacturers; structural adhesives and tapes; respiratory, hearing, eye, and fall protection solutions; and natural and color-coated mineral granules for shingles. The Transportation and Electronics segment provides ceramic solutions; attachment and bonding, films, sound, and temperature management for transportation vehicles; format graphic films for advertising and fleet signage; reflective signage for highway and vehicle safety; light management films and electronics assembly solutions; chip packaging and interconnection solutions; semiconductor production materials; and data center solutions. The Consumer segment offers cleaning products for the home; consumer air quality products; picture hanging accessories; retail abrasives, paint accessories, and safety products; stationery and office products; automotive appearance products; and consumer bandages, tapes, braces, and supports. It serves automotive; commercial solutions; consumer markets; design and construction; electronics; energy; government; manufacturing; safety; transportation industries. The company offers its products through e-commerce and traditional wholesalers, retailers, jobbers, distributors, channel partner, and dealers, as well as directly to users. 3M Company was founded in 1902 and is headquartered in Saint Paul, Minnesota.",60500.0,1.0,7.0,4.0,5.0,1775001600.0,http://phx.corporate-ir.net/phoenix.zhtml?c=80574&p=irol-IRHome,3.12,2.07,1770940800.0,0.48669997,3.91,1.158,25.970049,16.609945,1309016.0,4110922.0,2539960.0,82207334400.0,124.65,177.41,217.19899,2.149091,3.2951472,155.811,158.41196,2.92,0.019395549,USD,84538687488.0,0.13027,525825678.0,522396178.0,7557496.0,9573306.0,1772150400.0,1774915200.0,0.0145000005,0.00098,0.77212,1.78,0.0145000005,526700000.0,8.867,17.602346,1767139200.0,1798675200.0,1767139200.0,-0.207,3249999872.0,6.01,9.39678,1196:1000,1711929600.0,3.389,14.052,,0.36506534,0.78,1770940800.0,EQUITY,156.08,buy,17.0,7933000192.0,15.062,6016000000.0,13132000256.0,1.195,1.708,24948000768.0,276.638,46.424,0.075840004,0.75501,9957999616.0,1260249984.0,2305999872.0,-0.199,0.02,0.39915,0.24114001,0.12408,USD,US,Equity,Nasdaq Real Time Price,HIGH,3M Company,3M Company,,NYSE,4110922.0,NYQ,America/New_York,EDT,-14400000.0,us_market,31.43,0.252146,124.65 - 177.41,-21.330002,-0.12022998,19.398844,6.01,9.39678,8.65335,18.036945,0.2689972,0.0017264326,-2.331955,-0.014720826,15.0,2.1 - Buy,False,,1.4626
MNST,1 Monster Way,Corona,92879,United States,951 739 6200,https://www.monsterbevcorp.com,Beverages - Non-Alcoholic,beverages-non-alcoholic,Consumer Defensive,consumer-defensive,"Monster Beverage Corporation, through its subsidiaries, engages in development, marketing, sale, and distribution of energy drink beverages and concentrates in the United States and internationally. The company operates through four segments: Monster Energy Drinks, Strategic Brands, Alcohol Brands, and Other. It offers carbonated non-carbonated energy drinks, ready-to-drink iced teas, lemonades, juice cocktails, single-serve juices and fruit beverages, ready-to-drink dairy and coffee drinks, energy drinks, sports drinks and single-serve still waters, and sodas that are considered natural, sparkling juices, and flavored sparkling beverages. In addition, the company provides its products under the Monster Energy, Monster Energy Ultra, Rehab Monster, Monster Energy Nitro, Java Monster, Punch Monster, Juice Monster, Monster Tour Water, Reign Total Body Fuel, Reign Storm, Bang Energy, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Samurai, Live+, Predator, and Fury brands. Further, it offers craft beers, flavored malt beverages,and hard seltzers under the Jai Alai IPA, Florida Man IPA, Dale's Pale Ale, Wild Basin Hard Seltzers, Dallas Blonde, Deep Ellum IPA, Perrin Brewing Company Black Ale, Hop Rising Double IPA, Wasatch Apricot Hefeweizen, The Beast, and Beast Tea, Blind Lemon, and Blinder Lemon brands. The company engages in the concentrates and/or beverage bases to authorized bottling, and canning operations. It sells its products to full-service beverage bottlers/distributors, retail grocery and specialty chains, wholesalers, club stores, mass merchandisers, convenience and gas chains, food service customers, value stores, e-commerce retailers, and the military. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was founded in 1985 and is headquartered in Corona, California.",5773.0,8.0,9.0,1.0,7.0,1775001600.0,,,,,0.0,,0.509,39.46907,30.183697,1431396.0,6079570.0,4511380.0,74906189824.0,57.01,87.38,87.38,0.006185,9.030997,77.7586,71.0456,0.0,0.0,USD,71023288320.0,0.22973,698710306.0,977906022.0,22893734.0,23289703.0,1772150400.0,1774915200.0,0.0234,0.28488,0.69374,4.16,0.0327,978270735.0,8.439,9.07335,1767139200.0,1798675200.0,1767139200.0,0.659,1905432064.0,1.94,2.5368,2:1,1679961600.0,8.563,26.716,,0.36506534,0.005208,658022400.0,EQUITY,76.57,buy,23.0,2765200896.0,2.827,2658503936.0,66007000.0,3.028,3.703,8294343168.0,0.8,8.499,0.17958,0.26815,4632195072.0,1514921344.0,2098177024.0,0.666,0.176,0.55848,0.32051998,0.31315002,USD,US,Equity,Nasdaq Real Time Price,HIGH,Monster Beverage Corporation,Monster Beverage Corporation,,NasdaqGS,6079570.0,NMS,America/New_York,EDT,-14400000.0,us_market,19.560001,0.34309775,57.01 - 87.38,-10.809998,-0.123712495,29.908634,1.94,2.5368,2.25128,34.01176,-1.1885986,-0.015285752,5.524399,0.07775849,15.0,2.1 - Buy,False,Monster Beverage,2.1746
MO,6601 West Broad Street,Richmond,23230,United States,804 274 2200,https://www.altria.com,Tobacco,tobacco,Consumer Defensive,consumer-defensive,"Altria Group, Inc., through its subsidiaries, manufactures and sells smokeable and oral tobacco products in the United States. It offers cigarettes primarily under the Marlboro brand; large cigars and pipe tobacco under the Black & Mild brand; moist smokeless tobacco and oral tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands; oral nicotine pouches under the on! brand; and e-vapor products under the NJOY ACE brand. The company sells its products to distributors, as well as large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",5900.0,6.0,1.0,6.0,2.0,1775001600.0,http://investor.altria.com/phoenix.zhtml?c=80855&p=irol-irhome&src=top_nav,4.24,6.53,1774396800.0,1.0097001,7.67,0.447,15.641991,11.083536,3389798.0,9868877.0,7952960.0,107745476608.0,54.7,70.51,90.5,0.10612,5.350091,66.576,62.85665,4.16,0.06405912,USD,129858060288.0,0.34495,1668470696.0,1671313564.0,44155513.0,51438625.0,1772150400.0,1774915200.0,0.026400002,0.0013600001,0.63701,4.3,0.026400002,1671898088.0,-2.092,-30.805449,1767139200.0,1798675200.0,1767139200.0,-0.632,6927000064.0,4.12,5.81448,3:1,860716800.0,6.448,8.319,,0.36506534,1.06,1774396800.0,EQUITY,64.445,buy,12.0,4473999872.0,2.676,15610000384.0,25709000704.0,0.517,0.648,20138999808.0,,11.966,0.27324,,17589999616.0,9227249664.0,9290000384.0,-0.629,-0.005,0.87343,0.77511,1.16696,USD,US,Equity,Nasdaq Real Time Price,HIGH,"Altria Group, Inc.","Altria Group, Inc.",,NYSE,9868877.0,NYQ,America/New_York,EDT,-14400000.0,us_market,9.744999,0.17815354,54.7 - 70.51,-6.0650024,-0.0860162,12.684369,4.12,5.81448,5.62182,11.463369,-2.1309967,-0.032008484,1.5883484,0.025269376,15.0,2.5 - Buy,False,Altria,1.6566
MOS,101 East Kennedy Blvd,Tampa,33602,United States,800 918 8270,https://www.mosaicco.com,Agricultural Inputs,agricultural-inputs,Basic Materials,basic-materials,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients. It operates in three segments: Phosphates, Potash, and Mosaic Fertilizantes. The company owns and operates mines and production facilities, which produce concentrated phosphate crop nutrients and phosphate-based animal feed ingredients, as well as concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and MicroEssentials, a value-added ammoniated phosphate product. It also mines, processes, and sells potash to crop nutrient manufacturers, distributors, retailers, and to customers for industrial use; and owns and operates mines, chemical plants, crop nutrient blending and bagging facilities, port terminals and warehouses, which produce and sell concentrated phosphate and potash-based crop nutrients, and phosphate-based animal feed ingredients. In addition, the company produces a double sulfate of potash magnesia product under the K-Mag brand; and purchases phosphate, potash, and nitrogen products to produce blended crop nutrients. Further, it offers triple superphosphate, single superphosphate, and dicalcium phosphate; feed phosphate under the Biofos and Nexfos brands; potash for de-icing and as a water softener regenerant; and phosphogypsum. The company sells its products to wholesale distributors, retail chains, cooperatives, independent retailers, and national accounts through its sales force. It also exports its products. The company operates in the United States, Brazil, China, Canada, Paraguay, Argentina, Japan, Colombia, India, Australia, Peru, Mexico, Honduras, the Dominican Republic, Indonesia, and internationally. The Mosaic Company was incorporated in 1987 and is headquartered in Tampa, Florida.",13249.0,8.0,1.0,4.0,2.0,1775001600.0,http://phx.corporate-ir.net/phoenix.zhtml?c=70455&p=irol-irhome,0.88,3.56,1779321600.0,0.5176,1.94,0.962,14.308824,9.999918,4735836.0,9126511.0,8279080.0,7723315200.0,23.06,38.23,163.25,5.82,0.6408114,27.1612,29.40185,0.88,0.035584312,USD,13004104704.0,0.04486,315879631.0,317505258.0,20845103.0,19207199.0,1772150400.0,1774915200.0,0.0657,0.00452,0.95935994,1.63,0.0748,317505258.0,38.074,0.6388874,1767139200.0,1798675200.0,1767139200.0,,540700032.0,1.7,2.43252,2:1,817776000.0,1.079,5.758,,0.36506534,0.22,1773014400.0,EQUITY,24.325,hold,19.0,276600000.0,0.871,2258299904.0,5279499776.0,0.398,1.315,12052400128.0,43.154,37.984,0.02844,0.048249997,1901900032.0,-433049984.0,824800000.0,,0.056,0.1578,0.18737,0.02791,USD,US,Equity,Nasdaq Real Time Price,HIGH,Mosaic Company (The),The Mosaic Company,,NYSE,9126511.0,NYQ,America/New_York,EDT,-14400000.0,us_market,1.2650013,0.054856952,23.06 - 38.23,-13.904999,-0.36371955,-9.080881,1.7,2.43252,1.65524,14.695754,-2.8361988,-0.10442097,-5.076849,-0.17267108,15.0,2.6 - Hold,False,,1.4633
MPC,539 South Main Street,Findlay,45840-3229,United States,419 422 2121,https://www.marathonpetroleum.com,Oil & Gas Refining & Marketing,oil-gas-refining-marketing,Energy,energy,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company in the United States. The company operates through three segments: Refining & Marketing; Midstream; and Renewable Diesel. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent, and West Coast regions of the United States; and purchases refined products and ethanol for resale and distributes refined products through transportation, storage, distribution, and marketing services. Its refined products include transportation fuels, such as reformulated gasolines and blend-grade gasolines; heavy fuel oil; and asphalt. This segment also manufactures propane and petrochemicals. The company sells refined products to wholesale marketing customers in the United States and internationally, buyers on the spot market, and independent entrepreneurs who operate primarily Marathon branded outlets, as well as through long-term fuel supply contracts to direct dealer locations primarily under the ARCO brand. The Midstream segment gathers, transports, stores, distributes, and markets crude oil and refined products, including renewable diesel and other hydrocarbon-based products through refining logistics assets, pipelines, terminals, towboats, and barges; gathers, processes, and transports natural gas; and transports, fractionates, stores, and markets natural gas liquids. The Renewable Diesel segment processes renewable feedstocks into renewable diesel, markets, and distributes renewable diesel through its Midstream segment and third parties. It sells renewable diesel to wholesale marketing customers, buyers on the spot market, and through long-term supply contracts to direct dealers under the ARCO brand. Marathon Petroleum Corporation was founded in 1887 and is headquartered in Findlay, Ohio.",18500.0,5.0,5.0,9.0,6.0,1775001600.0,,3.82,1.69,1771372800.0,0.2821,2.42,0.577,16.218773,11.569868,1427502.0,2577263.0,2047330.0,63148081152.0,124.0,255.77,255.77,13.175,0.47417724,220.0406,190.39395,3.82,0.016884724,USD,104140013568.0,0.03039,293920786.0,294496878.0,6803010.0,7946172.0,1772150400.0,1774915200.0,0.0231,0.00318,0.77229,2.15,0.026600001,294740165.0,58.692,3.6504123,1767139200.0,1798675200.0,1767139200.0,3.137,4043000064.0,13.21,18.51793,2:1,1433980800.0,0.782,10.996,,0.36506534,1.0,1771372800.0,EQUITY,214.25,buy,18.0,3672000000.0,12.458,9470999552.0,34357999616.0,0.711,1.259,133174001664.0,142.647,436.636,0.04775,0.24193001,13728000000.0,2569374976.0,8253000192.0,3.507,-0.012,0.10308,0.07112,0.06287,USD,US,Equity,Nasdaq Real Time Price,HIGH,Marathon Petroleum Corporation,Marathon Petroleum Corporation,,NYSE,2577263.0,NYQ,America/New_York,EDT,-14400000.0,us_market,90.25,0.7278226,124.0 - 255.77,-41.520004,-0.16233335,78.535355,13.21,18.51793,20.80285,10.299069,-5.7906036,-0.026316069,23.856049,0.12529835,15.0,2.2 - Buy,False,Marathon Petroleum,0.8739
MRK,126 East Lincoln Avenue,Rahway,07065,United States,908 740 4000,https://www.merck.com,Drug Manufacturers - General,drug-manufacturers-general,Healthcare,healthcare,"Merck & Co., Inc. operates as a healthcare company worldwide. It offers human health pharmaceutical for various areas under the Keytruda, Keytruda Qlex, Welireg, Gardasil, ProQuad, M-M-R II, Varivax, Vaxneuvance, Capvaxive, RotaTeq, Pneumovax 23, Bridion, Prevymis, Dificid, Zerbaxa, Winrevair, Adempas/ Verquvo, Ohtuvayre, Lagevrio, Isentress/Isentress HD, Delstrigo, Pifeltro, Belsomra, Januvia, and Janumet brands. The company also provides veterinary pharmaceuticals, vaccines and health management solutions and services, such as livestock products under the Nuflor, Bovilis/Vista, Bovilis Cryptium, Banamine, Estrumate, Matrix, Resflor, Zuprevo, Revalor, Safe-Guard, M+Pac, Porcilis, Circumvent, Nobilis/Innovax, Paracox and Coccivac, Exzolt, Slice, Imvixa, Clynav, Aquavac/Norvax, Aquaflor, Flexolt brands; Allflex Livestock Intelligence solutions; and companion animal products under the Bravecto One-Month, Bravecto Injectable/Quantum, Bravecto TriUNO, Bravecto Plus, Sentinel Spectrum, Sentinel Flavor Tabs, Numelvi, Optimmune, Nobivac NXT, GilvetMab, Otomax, Mometamax, Mometamax Ultra, Posatex, Caninsulin/Vetsulin, Panacur, Safeguard, Regumate, Prestige, Scalibor/Exspot, Sure Petcare, and Home Again brands. It has development and commercialization agreement for three of Daiichi Sankyo's deruxtecan ADC candidates; AstraZeneca PLC to co-development and co-commercialize AstraZeneca's Lynparza products for multiple cancer types; licensed to develop, manufacture and commercialize LM-299, a novel investigational PD-1/VEGF bispecific antibody from LaNova; and collaboration agreement with Eisai Co., Ltd., Bayer AG, and Ridgeback Biotherapeutics LP, as well Moderna, Inc. Merck & Co., Inc. has strategic collaboration with Infinimmune, Inc. to discover and develop antibodies against multiple therapeutic targets. The company was founded in 1891 and is headquartered in Rahway, New Jersey.",73000.0,6.0,5.0,2.0,3.0,1775001600.0,http://www.merck.com/investors/home.html,3.4,2.94,1773619200.0,0.45049998,3.03,0.275,16.091906,12.029142,3836400.0,11241475.0,8817890.0,290036285440.0,73.31,125.14,134.63,0.265055,4.461342,119.118,98.2206,3.24,0.028061667,USD,321487372288.0,0.28078,2468386728.0,2469879206.0,27720957.0,31115811.0,1772150400.0,1774915200.0,0.0112,0.00064000004,0.8138,2.69,0.0112,2472392004.0,21.258,5.518393,1767139200.0,1798675200.0,1767139200.0,-0.208,18254000128.0,7.29,9.75215,1048:1000,1622678400.0,4.945,11.046,,0.36506534,0.85,1773619200.0,EQUITY,117.31,buy,27.0,14565000192.0,5.891,29105000448.0,50533998592.0,0.963,1.536,65010999296.0,95.959,25.984,0.12042,0.36882,50196000768.0,11886749696.0,16472000512.0,-0.193,0.05,0.77212,0.44769,0.32773998,USD,US,Equity,Nasdaq Real Time Price,HIGH,"Merck & Company, Inc.","Merck & Co., Inc.",,NYSE,11241475.0,NYQ,America/New_York,EDT,-14400000.0,us_market,44.0,0.600191,73.31 - 125.14,-7.830002,-0.06256994,48.310852,7.29,9.75215,5.11913,22.916002,-1.8079987,-0.015178216,19.089401,0.19435233,15.0,1.8 - Buy,False,Merck &,3.5305
MRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,USD,US,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
MS,1585 Broadway,New York,10036,United States,212 761 4000,https://www.morganstanley.com,Capital Markets,capital-markets,Financial Services,financial-services,"Morgan Stanley, a financial holding company, provides various financial products and services to corporations, governments, financial institutions, and individuals in the Americas, Asia, Europe, the Middle East, and Africa. It operates through Institutional Securities, Wealth Management, and Investment Management segments. The company offers capital raising and financial advisory services, including services related to the underwriting of debt, equity securities, and other products, as well as advice on mergers and acquisitions, restructurings, and project finance. It also provides equity and fixed income products comprising sales, financing, prime brokerage, and market-making services; Asia wealth management; business-related investments services; originating corporate and commercial real estate loans, secured lending facilities, and extending securities-based and other financing; and research activities. In addition, the company offers financial advisor-led brokerage, investment advisory, custody, cash management, and administrative services; self-directed brokerage services; financial and wealth planning services; stock plan administration; securities-based lending, residential real estate loans, and other lending products; banking; and retirement plan services. Further, it provides equity, fixed income, alternatives and solutions, and liquidity and overlay services to benefit/defined contribution plans, foundations, endowments, government entities, sovereign wealth funds, insurance companies, third-party fund sponsors, corporations, and individuals. Morgan Stanley was founded in 1924 and is headquartered in New York, New York.",83922.0,5.0,6.0,6.0,7.0,1775001600.0,http://www.morganstanley.com/about/ir/index.html,4.0,2.14,1769731200.0,0.35549998,2.97,1.182,17.282866,15.25167,2729440.0,7651886.0,6609690.0,302693810176.0,104.78,194.59,194.59,6.71,4.1366305,169.06,163.14345,4.0,0.021353832,USD,219752595456.0,0.24753,1198714400.0,1580000000.0,13702.0,15921158.0,1772150400.0,1774915200.0,0.0,0.24272,0.63005,0.0,0.0,1587860206.0,64.367,2.961611,1767139200.0,1798675200.0,1774915200.0,0.29,17503000576.0,11.03,12.49896,2:1,948931200.0,3.003,,,0.36506534,1.0,1769731200.0,EQUITY,190.63,buy,21.0,600391024640.0,379.994,,513408008192.0,,,73173999616.0,455.747,46.66,,,63944998912.0,,,0.319,0.163,0.87388,0.0,0.40616,USD,US,Equity,Nasdaq Real Time Price,HIGH,Morgan Stanley,Morgan Stanley,,NYSE,7651886.0,NYQ,America/New_York,EDT,-14400000.0,us_market,85.850006,0.8193358,104.78 - 194.59,-3.9599915,-0.020350438,76.21825,11.03,12.49896,11.78828,16.171146,21.570007,0.12758788,27.486557,0.16848092,15.0,2.3 - Buy,False,,2.3092
